Time,WindSpeed60.ms,WindSpeed30.ms,Dir.degree,Temp.C
2011-04-10 10:40:00 UTC,5.825,4.485,278,8.8
2011-04-10 10:50:00 UTC,5.91,4.7,277,8.8
2011-04-10 11:00:00 UTC,6.19,4.9,279,8.8
2011-04-10 11:10:00 UTC,5.91,4.645,273.5,8.6
2011-04-10 11:20:00 UTC,5.545,4.43,277.5,8.8
2011-04-10 11:30:00 UTC,5.295,3.905,258,8.6
2011-04-10 11:40:00 UTC,5.335,4.135,253,8.7
2011-04-10 11:50:00 UTC,5.395,4.15,256,8.9
2011-04-10 12:00:00 UTC,5.4,4.38,252,9.5
2011-04-10 12:10:00 UTC,5.77,4.675,246.5,9.5
2011-04-10 12:20:00 UTC,6.275,4.865,244,9.9
2011-04-10 12:30:00 UTC,6.67,5.355,239.5,10.2
2011-04-10 12:40:00 UTC,6.735,5.255,236.5,10.4
2011-04-10 12:50:00 UTC,6.945,5.41,237,10.4
2011-04-10 13:00:00 UTC,7.42,5.865,236,10.9
2011-04-10 13:10:00 UTC,7.955,6.715,237,11.4
2011-04-10 13:20:00 UTC,8.43,7.275,238.5,11.7
2011-04-10 13:30:00 UTC,8.64,7.695,238.5,11.8
2011-04-10 13:40:00 UTC,8.735,8.07,240.5,12.4
2011-04-10 13:50:00 UTC,9.09,8.4,244.5,12.6
2011-04-10 14:00:00 UTC,9.985,9,243.5,12.8
2011-04-10 14:10:00 UTC,9.625,8.705,248,13.3
2011-04-10 14:20:00 UTC,9.73,8.665,254,13.8
2011-04-10 14:30:00 UTC,10.73,10.05,255,14.2
2011-04-10 14:40:00 UTC,10.905,10.34,270,14.5
2011-04-10 14:50:00 UTC,11.315,10.485,271,14.9
2011-04-10 15:00:00 UTC,11.41,11.055,264,15.1
2011-04-10 15:10:00 UTC,9.36,9.115,263,15.3
2011-04-10 15:20:00 UTC,9.01,8.58,256,16
2011-04-10 15:30:00 UTC,9.765,9.375,276.5,15.5
2011-04-10 15:40:00 UTC,10.41,10.03,279,15.1
2011-04-10 15:50:00 UTC,9.81,9.34,273,15.4
2011-04-10 16:00:00 UTC,9.075,8.755,269.5,16.1
2011-04-10 16:10:00 UTC,8.925,8.55,279.5,14.5
2011-04-10 16:20:00 UTC,8.715,8.505,272,13.6
2011-04-10 16:30:00 UTC,8.615,8.41,281.5,14.9
2011-04-10 16:40:00 UTC,8.59,8.455,268.5,14.9
2011-04-10 16:50:00 UTC,10.22,9.92,277,16.1
2011-04-10 17:00:00 UTC,10.335,9.87,278.5,15.6
2011-04-10 17:10:00 UTC,10.95,10.585,275,15.8
2011-04-10 17:20:00 UTC,10.32,10.015,264,16.5
2011-04-10 17:30:00 UTC,9.21,9.04,270.5,16.8
2011-04-10 17:40:00 UTC,8.735,8.765,260.5,16.4
2011-04-10 17:50:00 UTC,12.605,12.145,279,16.7
2011-04-10 18:00:00 UTC,11.645,11.36,271.5,17
2011-04-10 18:10:00 UTC,12.185,11.84,285.5,17.2
2011-04-10 18:20:00 UTC,12.135,11.575,286.5,17.4
2011-04-10 18:30:00 UTC,12.07,11.92,281,16.7
2011-04-10 18:40:00 UTC,10.95,10.78,285,17
2011-04-10 18:50:00 UTC,11.615,11.535,288.5,16.9
2011-04-10 19:00:00 UTC,10.935,10.705,286.5,17.1
2011-04-10 19:10:00 UTC,11.41,11.34,288,16.5
2011-04-10 19:20:00 UTC,11.79,11.505,292,16.7
2011-04-10 19:30:00 UTC,9.915,9.97,275,16.6
2011-04-10 19:40:00 UTC,11.405,11.02,278,16.3
2011-04-10 19:50:00 UTC,12.655,12.425,276,16.8
2011-04-10 20:00:00 UTC,12,11.385,279.5,16.2
2011-04-10 20:10:00 UTC,13.125,12.63,278,16.4
2011-04-10 20:20:00 UTC,12.29,12.04,279.5,15.9
2011-04-10 20:30:00 UTC,11.285,10.76,279,15.8
2011-04-10 20:40:00 UTC,14.005,13.545,292.5,15.6
2011-04-10 20:50:00 UTC,13.315,12.82,299.5,15.4
2011-04-10 21:00:00 UTC,14.02,13.765,294.5,15.4
2011-04-10 21:10:00 UTC,13.325,12.95,294.5,15.3
2011-04-10 21:20:00 UTC,12.345,12.14,291,15.1
2011-04-10 21:30:00 UTC,12.42,12.02,294.5,15.1
2011-04-10 21:40:00 UTC,13.645,13.1,288,15.1
2011-04-10 21:50:00 UTC,14.655,14.075,295,15
2011-04-10 22:00:00 UTC,14.785,14.245,297,14.8
2011-04-10 22:10:00 UTC,12.9,12.47,288,14.5
2011-04-10 22:20:00 UTC,13.195,12.8,296,14.2
2011-04-10 22:30:00 UTC,13.36,12.795,301.5,13.8
2011-04-10 22:40:00 UTC,11.66,11.13,309.5,13.3
2011-04-10 22:50:00 UTC,11.86,11.19,306,12.9
2011-04-10 23:00:00 UTC,11.89,11.355,308,12.5
2011-04-10 23:10:00 UTC,12.135,11.465,307.5,12.2
2011-04-10 23:20:00 UTC,11.03,10.675,308.5,11.7
2011-04-10 23:30:00 UTC,10.485,9.7,307,11.4
2011-04-10 23:40:00 UTC,11.86,10.825,306,11
2011-04-10 23:50:00 UTC,11.145,10.505,305,10.5
2011-04-11 00:00:00 UTC,10.65,9.785,304,10
2011-04-11 00:10:00 UTC,10.765,9.785,301,9.3
2011-04-11 00:20:00 UTC,10.855,9.905,297.5,8.6
2011-04-11 00:30:00 UTC,11.77,10.66,296,8
2011-04-11 00:40:00 UTC,11.58,10.63,296,7.4
2011-04-11 00:50:00 UTC,11.365,10.255,292.5,7.5
2011-04-11 01:00:00 UTC,10.63,9.53,288.5,7.2
2011-04-11 01:10:00 UTC,9.94,8.625,284,6.6
2011-04-11 01:20:00 UTC,9.81,8.745,280,5.3
2011-04-11 01:30:00 UTC,10.47,9.37,280,4.8
2011-04-11 01:40:00 UTC,10.515,9.185,281,5.1
2011-04-11 01:50:00 UTC,9.575,8.375,282,4.9
2011-04-11 02:00:00 UTC,8.695,7.7,284,5.1
2011-04-11 02:10:00 UTC,7.84,6.775,285,5
2011-04-11 02:20:00 UTC,9.355,8.135,283.5,4.7
2011-04-11 02:30:00 UTC,9.535,8.295,285,4.2
2011-04-11 02:40:00 UTC,9.225,7.95,292,5
2011-04-11 02:50:00 UTC,9.925,8.51,290.5,5.1
2011-04-11 03:00:00 UTC,10.175,8.64,291.5,5.1
2011-04-11 03:10:00 UTC,10.15,8.55,297,5.1
2011-04-11 03:20:00 UTC,9.725,8.185,297,4.8
2011-04-11 03:30:00 UTC,10.22,8.72,299,5.1
2011-04-11 03:40:00 UTC,10.35,8.765,297,4.9
2011-04-11 03:50:00 UTC,10.285,8.745,293,4.6
2011-04-11 04:00:00 UTC,10.02,8.565,299.5,4.6
2011-04-11 04:10:00 UTC,10.685,9.195,302,4.4
2011-04-11 04:20:00 UTC,10.72,9.03,301,4
2011-04-11 04:30:00 UTC,10.425,8.875,294.5,3.6
2011-04-11 04:40:00 UTC,9.845,8.58,294,3.4
2011-04-11 04:50:00 UTC,10.875,9.45,290.5,3.4
2011-04-11 05:00:00 UTC,11.07,9.335,295.5,3.2
2011-04-11 05:10:00 UTC,11.83,10.41,299.5,3.4
2011-04-11 05:20:00 UTC,11.805,10.605,297,3.4
2011-04-11 05:30:00 UTC,12.66,11.02,291.5,3.2
2011-04-11 05:40:00 UTC,13.18,11.865,294.5,3
2011-04-11 05:50:00 UTC,13.665,12.705,297,2.8
2011-04-11 06:00:00 UTC,13.36,12.075,296.5,2.7
2011-04-11 06:10:00 UTC,13.48,12.14,293.5,2.8
2011-04-11 06:20:00 UTC,13.725,12.48,293,2.8
2011-04-11 06:30:00 UTC,13.445,12.2,295,3
2011-04-11 06:40:00 UTC,12.48,11.195,296.5,3.8
2011-04-11 06:50:00 UTC,11.405,10.075,298,3.9
2011-04-11 07:00:00 UTC,11.105,9.965,301,4.2
2011-04-11 07:10:00 UTC,10.8,9.52,297.5,3.9
2011-04-11 07:20:00 UTC,10.71,9.535,297,3.7
2011-04-11 07:30:00 UTC,11.02,9.75,295.5,3.4
2011-04-11 07:40:00 UTC,11.49,10.515,294.5,3.3
2011-04-11 07:50:00 UTC,11.58,10.405,293.5,3.2
2011-04-11 08:00:00 UTC,11.55,10.51,288.5,2.6
2011-04-11 08:10:00 UTC,11.815,10.725,284,2.3
2011-04-11 08:20:00 UTC,12.14,11.12,277,2.4
2011-04-11 08:30:00 UTC,11.945,10.99,279,2.6
2011-04-11 08:40:00 UTC,11.51,10.44,279,2.7
2011-04-11 08:50:00 UTC,12.09,11.12,281,2.7
2011-04-11 09:00:00 UTC,12.34,11.13,281,2.6
2011-04-11 09:10:00 UTC,12.04,10.925,278.5,2.6
2011-04-11 09:20:00 UTC,12.315,10.955,276,2.5
2011-04-11 09:30:00 UTC,12.785,11.63,276,2.3
2011-04-11 09:40:00 UTC,12.43,11.28,277,2.5
2011-04-11 09:50:00 UTC,11.835,11.015,275.5,2.5
2011-04-11 10:00:00 UTC,11.49,10.645,276,2.5
2011-04-11 10:10:00 UTC,11.2,10.27,278,2.5
2011-04-11 10:20:00 UTC,11.15,10.09,277.5,2.6
2011-04-11 10:30:00 UTC,10.57,9.61,276.5,2.8
2011-04-11 10:40:00 UTC,11.385,10.07,277.5,2.9
2011-04-11 10:50:00 UTC,13.225,11.935,280.5,3.2
2011-04-11 11:00:00 UTC,14.33,13.255,284,3.4
2011-04-11 11:10:00 UTC,11.925,11.005,283,3.7
2011-04-11 11:20:00 UTC,8.68,7.845,283.5,3.8
2011-04-11 11:30:00 UTC,5.675,5.02,283.5,4
2011-04-11 11:40:00 UTC,5.665,4.745,285,4.3
2011-04-11 11:50:00 UTC,5.55,4.89,284,4.3
2011-04-11 12:00:00 UTC,6.375,5.7,285,4.5
2011-04-11 12:10:00 UTC,7.455,6.615,289,4.8
2011-04-11 12:20:00 UTC,8.515,7.495,293,4.8
2011-04-11 12:30:00 UTC,8.775,8.06,290,4.7
2011-04-11 12:40:00 UTC,8.955,7.88,288,4.7
2011-04-11 12:50:00 UTC,9.76,8.755,292.5,4.9
2011-04-11 13:00:00 UTC,10.64,9.51,288,5
2011-04-11 13:10:00 UTC,9.97,9.025,293.5,5
2011-04-11 13:20:00 UTC,9.975,8.975,294.5,4.7
2011-04-11 13:30:00 UTC,10.205,9.25,292.5,4.7
2011-04-11 13:40:00 UTC,9.905,9.08,293,4.5
2011-04-11 13:50:00 UTC,9.955,9.035,285,4.5
2011-04-11 14:00:00 UTC,10.86,9.83,286,4.6
2011-04-11 14:10:00 UTC,10.61,9.53,291.5,4.8
2011-04-11 14:20:00 UTC,9.18,8.43,286,5.2
2011-04-11 14:30:00 UTC,8.3,7.685,285.5,5
2011-04-11 14:40:00 UTC,8.68,7.93,289.5,5.1
2011-04-11 14:50:00 UTC,8.53,7.945,289,5.1
2011-04-11 15:00:00 UTC,9.685,9.165,292,5
2011-04-11 15:10:00 UTC,10.96,10.445,287.5,4.9
2011-04-11 15:20:00 UTC,11.56,11.04,296.5,4.8
2011-04-11 15:30:00 UTC,10.595,10.085,300.5,4.7
2011-04-11 15:40:00 UTC,10.69,10.255,304.5,4.5
2011-04-11 15:50:00 UTC,9.815,9.225,297.5,4.8
2011-04-11 16:00:00 UTC,10.565,10.045,291,4.8
2011-04-11 16:10:00 UTC,9.925,9.1,291,4.5
2011-04-11 16:20:00 UTC,11.7,11.255,292.5,4.5
2011-04-11 16:30:00 UTC,11.365,10.71,290,4.6
2011-04-11 16:40:00 UTC,11.085,10.63,286,4.6
2011-04-11 16:50:00 UTC,10.925,10.46,288,4.5
2011-04-11 17:00:00 UTC,12.085,11.73,286.5,4.6
2011-04-11 17:10:00 UTC,10.575,10.095,285,4.7
2011-04-11 17:20:00 UTC,12.075,11.615,288.5,4.7
2011-04-11 17:30:00 UTC,13.675,13.265,291.5,4.9
2011-04-11 17:40:00 UTC,12.79,12.485,285,4.9
2011-04-11 17:50:00 UTC,11.715,11.155,286,5.1
2011-04-11 18:00:00 UTC,12.075,11.565,282,5.2
2011-04-11 18:10:00 UTC,12.1,11.485,286,5.2
2011-04-11 18:20:00 UTC,11.44,10.975,292.5,5.2
2011-04-11 18:30:00 UTC,10.67,10.22,300,5.3
2011-04-11 18:40:00 UTC,12.19,11.65,295.5,5.1
2011-04-11 18:50:00 UTC,13.025,12.375,291,5
2011-04-11 19:00:00 UTC,12.525,11.835,284,5
2011-04-11 19:10:00 UTC,12.41,11.695,295.5,5
2011-04-11 19:20:00 UTC,11.995,11.075,291.5,5
2011-04-11 19:30:00 UTC,11.985,11.11,299.5,4.9
2011-04-11 19:40:00 UTC,11.47,10.94,286.5,4.8
2011-04-11 19:50:00 UTC,12.165,11.35,290,4.7
2011-04-11 20:00:00 UTC,11.475,10.76,286.5,4.5
2011-04-11 20:10:00 UTC,13.175,12.49,290,4.4
2011-04-11 20:20:00 UTC,11.965,11.22,295.5,4.4
2011-04-11 20:30:00 UTC,11.525,10.955,287,4.5
2011-04-11 20:40:00 UTC,12.05,11.66,291,4.4
2011-04-11 20:50:00 UTC,10.705,10.2,290,4.3
2011-04-11 21:00:00 UTC,11.71,11.345,284,4.2
2011-04-11 21:10:00 UTC,9.63,8.93,288,4.2
2011-04-11 21:20:00 UTC,8.03,7.355,285,4.2
2011-04-11 21:30:00 UTC,7.2,6.54,285,4.2
2011-04-11 21:40:00 UTC,7.52,6.82,289,4
2011-04-11 21:50:00 UTC,7.035,6.59,295.5,3.9
2011-04-11 22:00:00 UTC,8.69,8.14,290.5,3.9
2011-04-11 22:10:00 UTC,8.795,8.115,292.5,3.7
2011-04-11 22:20:00 UTC,7.29,6.77,296.5,3.6
2011-04-11 22:30:00 UTC,7.625,6.965,292,3.5
2011-04-11 22:40:00 UTC,8.075,7.435,304,3.4
2011-04-11 22:50:00 UTC,7.89,7.39,304.5,3.2
2011-04-11 23:00:00 UTC,7.095,6.41,300.5,3.2
2011-04-11 23:10:00 UTC,7.035,6.32,299.5,3.1
2011-04-11 23:20:00 UTC,7.25,6.42,303.5,3
2011-04-11 23:30:00 UTC,7.555,6.875,301.5,2.8
2011-04-11 23:40:00 UTC,6.845,6.17,297.5,2.8
2011-04-11 23:50:00 UTC,6.495,5.765,297.5,2.8
2011-04-12 00:00:00 UTC,6.355,5.62,295,2.6
2011-04-12 00:10:00 UTC,7.27,6.585,300.5,2.6
2011-04-12 00:20:00 UTC,6.51,5.65,299.5,2.6
2011-04-12 00:30:00 UTC,6.27,5.22,296.5,2.5
2011-04-12 00:40:00 UTC,6.78,5.665,296,2.5
2011-04-12 00:50:00 UTC,6.225,5.35,295.5,2.4
2011-04-12 01:00:00 UTC,6.19,5.32,292.5,2.4
2011-04-12 01:10:00 UTC,5.98,5,291.5,2.3
2011-04-12 01:20:00 UTC,5.535,4.595,288,2.3
2011-04-12 01:30:00 UTC,5.15,4.37,290,2.3
2011-04-12 01:40:00 UTC,5.95,4.9,288,2.3
2011-04-12 01:50:00 UTC,6.495,5.435,287,2.2
2011-04-12 02:00:00 UTC,7.16,5.935,287,2.2
2011-04-12 02:10:00 UTC,7.765,6.25,286,2
2011-04-12 02:20:00 UTC,7.815,6.42,283.5,1.9
2011-04-12 02:30:00 UTC,7.61,6.21,280,1.7
2011-04-12 02:40:00 UTC,7.29,5.865,280,1.6
2011-04-12 02:50:00 UTC,8.025,6.59,280,1.6
2011-04-12 03:00:00 UTC,7.455,6.37,283.5,1.5
2011-04-12 03:10:00 UTC,6.66,5.52,290.5,1.3
2011-04-12 03:20:00 UTC,6.95,5.935,290.5,1
2011-04-12 03:30:00 UTC,7.415,6.41,292.5,0.7
2011-04-12 03:40:00 UTC,7.175,5.92,297.5,0.9
2011-04-12 03:50:00 UTC,6.425,5.42,297.5,0.8
2011-04-12 04:00:00 UTC,6.76,5.79,299,0.7
2011-04-12 04:10:00 UTC,6.56,5.53,298,0.6
2011-04-12 04:20:00 UTC,6.63,5.67,298.5,0.6
2011-04-12 04:30:00 UTC,5.8,4.85,295.5,0.4
2011-04-12 04:40:00 UTC,5.93,4.695,293.5,0
2011-04-12 04:50:00 UTC,6.76,5.65,289,-0.5
2011-04-12 05:00:00 UTC,6.445,5.095,285.5,-0.8
2011-04-12 05:10:00 UTC,6.84,5.465,282.5,-1.1
2011-04-12 05:20:00 UTC,6.33,5.225,279,-1.2
2011-04-12 05:30:00 UTC,6.595,5.325,277,-1.4
2011-04-12 05:40:00 UTC,7.37,6.3,274.5,-1.7
2011-04-12 05:50:00 UTC,7.875,6.495,277.5,-1.8
2011-04-12 06:00:00 UTC,8.61,7.105,273,-1.9
2011-04-12 06:10:00 UTC,9.99,8.55,274,-1.8
2011-04-12 06:20:00 UTC,10.025,8.805,275,-1.9
2011-04-12 06:30:00 UTC,13.58,12.605,278,-1.9
2011-04-12 06:40:00 UTC,12.845,12.02,277,-2
2011-04-12 06:50:00 UTC,12.715,11.735,277,-2
2011-04-12 07:00:00 UTC,13.445,12.46,278,-1.6
2011-04-12 07:10:00 UTC,12.7,11.635,276,-1.1
2011-04-12 07:20:00 UTC,11.16,10.365,278,-0.8
2011-04-12 07:30:00 UTC,11.17,10.305,281.5,-0.8
2011-04-12 07:40:00 UTC,10.755,9.895,287,-0.8
2011-04-12 07:50:00 UTC,11.735,10.815,289,-1.2
2011-04-12 08:00:00 UTC,11.385,10.355,289,-1.6
2011-04-12 08:10:00 UTC,9.725,8.805,288.5,-1.9
2011-04-12 08:20:00 UTC,10.675,9.575,289,-2.1
2011-04-12 08:30:00 UTC,9.11,8.335,289,-2.2
2011-04-12 08:40:00 UTC,9.44,8.44,290.5,-2.2
2011-04-12 08:50:00 UTC,9.97,8.905,292.5,-2
2011-04-12 09:00:00 UTC,9.72,8.83,295.5,-1.9
2011-04-12 09:10:00 UTC,9.515,8.685,294.5,-1.8
2011-04-12 09:20:00 UTC,9.38,8.52,293.5,-1.8
2011-04-12 09:30:00 UTC,10.095,9.275,293.5,-1.5
2011-04-12 09:40:00 UTC,10.975,10.065,295.5,-1.2
2011-04-12 09:50:00 UTC,10.05,9.24,294.5,-0.8
2011-04-12 10:00:00 UTC,10.925,9.995,295,-0.6
2011-04-12 10:10:00 UTC,11.69,10.775,298,-0.4
2011-04-12 10:20:00 UTC,12.915,11.95,299.5,-0.2
2011-04-12 10:30:00 UTC,12.42,11.72,301,0
2011-04-12 10:40:00 UTC,12.23,11.095,296.5,0.4
2011-04-12 10:50:00 UTC,12.525,11.51,295,1.2
2011-04-12 11:00:00 UTC,12.27,11.625,296.5,1.2
2011-04-12 11:10:00 UTC,10.81,9.92,293.5,1.7
2011-04-12 11:20:00 UTC,11.81,10.95,293.5,2.2
2011-04-12 11:30:00 UTC,10.935,9.89,302.5,2
2011-04-12 11:40:00 UTC,11.23,10.465,305,2.2
2011-04-12 11:50:00 UTC,11.675,10.825,303.5,2.5
2011-04-12 12:00:00 UTC,9.815,9.14,307.5,2.9
2011-04-12 12:10:00 UTC,10.92,9.885,303,2.9
2011-04-12 12:20:00 UTC,13.79,12.79,301,2.9
2011-04-12 12:30:00 UTC,12.085,11.185,301.5,3.1
2011-04-12 12:40:00 UTC,13.135,12.13,306,3.2
2011-04-12 12:50:00 UTC,13.23,12.285,314,3.4
2011-04-12 13:00:00 UTC,11.75,11.035,324,3.7
2011-04-12 13:10:00 UTC,12.445,11.59,320,4.2
2011-04-12 13:20:00 UTC,11.49,10.775,312,4.5
2011-04-12 13:30:00 UTC,11.79,10.74,319,4.7
2011-04-12 13:40:00 UTC,11.78,10.845,323,4.7
2011-04-12 13:50:00 UTC,11.99,11.43,324.5,5
2011-04-12 14:00:00 UTC,11.465,10.555,313,5.5
2011-04-12 14:10:00 UTC,11.695,10.885,324.5,5.3
2011-04-12 14:20:00 UTC,11.145,10.445,332.5,5.4
2011-04-12 14:30:00 UTC,11.935,10.925,337.5,5.3
2011-04-12 14:40:00 UTC,11.04,10.535,336,5.3
2011-04-12 14:50:00 UTC,11.195,10.47,330,5.3
2011-04-12 15:00:00 UTC,11.885,11.175,343.5,5.6
2011-04-12 15:10:00 UTC,12.025,11.095,344.5,6.3
2011-04-12 15:20:00 UTC,12.75,11.905,339,6.5
2011-04-12 15:30:00 UTC,12.605,12.04,323,6.3
2011-04-12 15:40:00 UTC,12.905,12.235,330.5,6.9
2011-04-12 15:50:00 UTC,12.91,11.995,327,7
2011-04-12 16:00:00 UTC,13.32,12.515,325.5,7.3
2011-04-12 16:10:00 UTC,12.845,12.19,350,7.5
2011-04-12 16:20:00 UTC,12.87,12.155,336.5,7.7
2011-04-12 16:30:00 UTC,13.545,12.95,349,7.9
2011-04-12 16:40:00 UTC,12.47,11.835,324,7.9
2011-04-12 16:50:00 UTC,12.59,11.84,322,8.3
2011-04-12 17:00:00 UTC,13.025,12.3,338.5,8.4
2011-04-12 17:10:00 UTC,12.355,11.805,350,8.8
2011-04-12 17:20:00 UTC,13.06,12.585,344.5,8.8
2011-04-12 17:30:00 UTC,12.495,11.87,316,9.1
2011-04-12 17:40:00 UTC,13.135,12.595,326.5,8.6
2011-04-12 17:50:00 UTC,12.825,12.235,342,8.8
2011-04-12 18:00:00 UTC,12.55,11.97,320,9.1
2011-04-12 18:10:00 UTC,12.795,12.48,320.5,9.1
2011-04-12 18:20:00 UTC,12.12,11.515,322.5,9.8
2011-04-12 18:30:00 UTC,11.05,10.525,319.5,9.1
2011-04-12 18:40:00 UTC,11.585,11,330,9.7
2011-04-12 18:50:00 UTC,12.295,11.9,350.5,9.7
2011-04-12 19:00:00 UTC,11.65,11.125,341.5,9.5
2011-04-12 19:10:00 UTC,10.3,9.805,2,9.7
2011-04-12 19:20:00 UTC,10.88,10.375,355.5,10
2011-04-12 19:30:00 UTC,11.235,10.605,352,9.7
2011-04-12 19:40:00 UTC,10.375,9.805,354,9.9
2011-04-12 19:50:00 UTC,10.62,10.22,318.5,10.8
2011-04-12 20:00:00 UTC,10.475,10.255,349,10.4
2011-04-12 20:10:00 UTC,10.37,9.845,355.5,9.9
2011-04-12 20:20:00 UTC,10.215,9.85,354,9.9
2011-04-12 20:30:00 UTC,10.405,9.88,333,9.9
2011-04-12 20:40:00 UTC,10.33,9.87,323,10.2
2011-04-12 20:50:00 UTC,11.055,10.5,321,10
2011-04-12 21:00:00 UTC,11.15,10.515,334.5,10.4
2011-04-12 21:10:00 UTC,12.085,11.56,342,10.3
2011-04-12 21:20:00 UTC,11,10.205,343,10
2011-04-12 21:30:00 UTC,11.66,10.825,341,9.9
2011-04-12 21:40:00 UTC,11.475,10.995,347.5,9.9
2011-04-12 21:50:00 UTC,11.345,10.65,350.5,9.9
2011-04-12 22:00:00 UTC,11,10.53,350.5,9.7
2011-04-12 22:10:00 UTC,10.385,9.985,350.5,9.7
2011-04-12 22:20:00 UTC,10.8,10.115,351.5,9.6
2011-04-12 22:30:00 UTC,9.84,9.205,350.5,9.5
2011-04-12 22:40:00 UTC,9.405,9.01,350,9.3
2011-04-12 22:50:00 UTC,10.125,9.655,350.5,9
2011-04-12 23:00:00 UTC,10.23,9.335,347,8.7
2011-04-12 23:10:00 UTC,10.81,9.99,344.5,8.5
2011-04-12 23:20:00 UTC,9.98,9.605,340.5,8.4
2011-04-12 23:30:00 UTC,9.825,9.28,336.5,8.2
2011-04-12 23:40:00 UTC,9.28,8.555,335.5,7.9
2011-04-12 23:50:00 UTC,9.615,8.77,341,7.7
2011-04-13 00:00:00 UTC,8.7,8.015,342.5,7.4
2011-04-13 00:10:00 UTC,7.735,7.025,340,7
2011-04-13 00:20:00 UTC,7.36,6.55,332.5,6.7
2011-04-13 00:30:00 UTC,7.26,6.49,333.5,6.4
2011-04-13 00:40:00 UTC,7.515,6.655,338.5,6.2
2011-04-13 00:50:00 UTC,7.52,6.375,342,5.4
2011-04-13 01:00:00 UTC,7.195,6.34,339,4.7
2011-04-13 01:10:00 UTC,7.435,6.34,334,3.1
2011-04-13 01:20:00 UTC,6.965,6.055,317.5,2.3
2011-04-13 01:30:00 UTC,6.455,5.625,293,1.6
2011-04-13 01:40:00 UTC,5.96,5.215,288,1.3
2011-04-13 01:50:00 UTC,5.885,5.045,287,1.8
2011-04-13 02:00:00 UTC,6.325,5.1,286.5,1.2
2011-04-13 02:10:00 UTC,6.4,5.28,280.5,0.7
2011-04-13 02:20:00 UTC,5.96,4.795,269.5,0.3
2011-04-13 02:30:00 UTC,6.25,4.875,267.5,1
2011-04-13 02:40:00 UTC,6.58,5.34,267.5,1.6
2011-04-13 02:50:00 UTC,6.89,5.74,267.5,1.7
2011-04-13 03:00:00 UTC,6.985,5.825,267.5,0.6
2011-04-13 03:10:00 UTC,7.15,5.945,266.5,-0.2
2011-04-13 03:20:00 UTC,6.585,5.33,262.5,-0.6
2011-04-13 03:30:00 UTC,7.215,5.885,264,-0.7
2011-04-13 03:40:00 UTC,7.09,5.86,268.5,-0.9
2011-04-13 03:50:00 UTC,6.955,5.65,268.5,-1.3
2011-04-13 04:00:00 UTC,6.78,5.665,269.5,-1.4
2011-04-13 04:10:00 UTC,6.72,5.385,274,-1.2
2011-04-13 04:20:00 UTC,7.05,5.675,280,-1.3
2011-04-13 04:30:00 UTC,7.14,5.755,287,-1
2011-04-13 04:40:00 UTC,7.255,5.855,294.5,-1
2011-04-13 04:50:00 UTC,6.78,5.325,302,-1.8
2011-04-13 05:00:00 UTC,6.79,5.325,310.5,-2
2011-04-13 05:10:00 UTC,6.705,5.365,315.5,-2
2011-04-13 05:20:00 UTC,6.33,5.035,316.5,-1.9
2011-04-13 05:30:00 UTC,6.73,5.495,316.5,-1.9
2011-04-13 05:40:00 UTC,6.23,5.01,314,-2.1
2011-04-13 05:50:00 UTC,5.715,4.775,301.5,-2.2
2011-04-13 06:00:00 UTC,5.99,4.915,304,-2.2
2011-04-13 06:10:00 UTC,6.85,5.31,304,-2.3
2011-04-13 06:20:00 UTC,6.535,5.19,306,-2.5
2011-04-13 06:30:00 UTC,6.805,5.295,302,-2
2011-04-13 06:40:00 UTC,6.995,5.315,297,-1.9
2011-04-13 06:50:00 UTC,7.065,5.285,297,-2.5
2011-04-13 07:00:00 UTC,7.58,5.815,304,-2.7
2011-04-13 07:10:00 UTC,7.02,5.58,302,-2.8
2011-04-13 07:20:00 UTC,7.365,5.855,301,-2.5
2011-04-13 07:30:00 UTC,6.825,5.655,299,-2.3
2011-04-13 07:40:00 UTC,6.3,5.345,295.5,-1.9
2011-04-13 07:50:00 UTC,6.53,4.95,295,-1.8
2011-04-13 08:00:00 UTC,6.78,4.61,295.5,-2
2011-04-13 08:10:00 UTC,6.675,4.735,294.5,-2.6
2011-04-13 08:20:00 UTC,6.945,4.98,287.5,-2.9
2011-04-13 08:30:00 UTC,6.575,5.115,287,-2.8
2011-04-13 08:40:00 UTC,7.125,5.3,289.5,-2.2
2011-04-13 08:50:00 UTC,7.59,5.705,287,-1.5
2011-04-13 09:00:00 UTC,7.27,5.42,287,-1.6
2011-04-13 09:10:00 UTC,6.735,5.115,287,-1
2011-04-13 09:20:00 UTC,6.675,5.075,286,-1.1
2011-04-13 09:30:00 UTC,6.715,4.95,280.5,-1.3
2011-04-13 09:40:00 UTC,6.485,4.965,275.5,-2.4
2011-04-13 09:50:00 UTC,6.305,4.945,275,-1.9
2011-04-13 10:00:00 UTC,6.695,4.9,271,-1.8
2011-04-13 10:10:00 UTC,6.1,5.31,266.5,-1.9
2011-04-13 10:20:00 UTC,6.125,5.385,266,-1.6
2011-04-13 10:30:00 UTC,6.05,4.535,264.5,-0.8
2011-04-13 10:40:00 UTC,5.9,4.135,260.5,0.4
2011-04-13 10:50:00 UTC,5.245,3.425,258.5,1.4
2011-04-13 11:00:00 UTC,5.23,3.11,257.5,2.7
2011-04-13 11:10:00 UTC,4.95,2.97,252,3.6
2011-04-13 11:20:00 UTC,4.385,2.615,251,3.9
